Date,Month,Interval,Veg,mil_time,Name,chamber,Site,CO2_Flux,CO2_NRMSE,CH4_Flux,CH4_NRMSE,Bubble_Flux,Temp,Depth,cdepth,level,presens1,presens6,Notes
6022022,June,morning,y,10,June_V10,24,V3_10AM,-1.022383,0.089944,0.025082978,0.03421,0,20.25,1.46,1.48,medium,,,
6022022,June,afternoon,y,11,June_V11,28,V1_11AM,0.955571,0.121271,0.028528564,0.501495,-119.209769,21.25,1.47,1.48,medium,,,
6022022,June,afternoon,y,11,June_V11,29,V2_11AM,-0.29204,0.116474,0.024705882,0.071187,0,21.05,1.47,1.48,medium,,,
6022022,June,afternoon,y,11,June_V11,30,V3_11AM,-0.113862,0.137352,0.030189864,0.036021,0,20.95,1.47,1.48,medium,,,
6022022,June,afternoon,y,12,June_V12,34,V1_12AM,1.116119,0.108021,0.020916235,0.062596,0,20.3,1.47,1.48,medium,,,
6022022,June,afternoon,y,12,June_V12,35,V2_12AM,0.686498,0.106906,0.026373798,0.060751,0,20.4,1.47,1.48,medium,,,
6022022,June,afternoon,y,12,June_V12,36,V3_12AM,0.982345,0.119215,0.028803402,0.07368,0,20.4,1.47,1.48,medium,,,
6022022,June,afternoon,y,13,June_V1,40,V1_1PM,0.790224,0.122173,0.021908641,0.052999,0,20.35,1.47,1.48,medium,,,
6022022,June,afternoon,y,13,June_V1,41,V2_1PM,-0.241419,0.120426,0.02098583,0.188903,-177.332191,20.6,1.47,1.48,medium,,,
6022022,June,afternoon,y,13,June_V1,42,V3_1PM,-0.173899,0.154693,0.022266998,0.127333,0,19.75,1.47,1.48,medium,,,
6022022,June,afternoon,y,14,June_V2,46,V1_2PM,0.664148,0.112851,0.019454546,0.033507,0,19.75,1.47,1.48,medium,,,
6022022,June,afternoon,y,14,June_V2,47,V2_2PM,-1.018647,0.127456,0.019065898,0.052954,0,19.85,1.47,1.48,medium,,,
6022022,June,afternoon,y,14,June_V2,48,V3_2PM,-2.333179,0.205587,0.023366549,0.048658,0,19.9,1.47,1.48,medium,,,
6022022,June,evening,y,15,June_V3,52,V1_3PM,-0.216534,0.107964,0.021182707,0.071462,0,21.1,1.46,1.48,medium,,,
6022022,June,evening,y,15,June_V3,53,V2_3PM,-3.648082,0.111061,0.019591789,0.043829,0,19.9,1.46,1.48,medium,,,
