Date,Month,Interval,Veg,mil_time,Name,chamber,Site,CO2_Flux,CO2_NRMSE,CH4_Flux,CH4_NRMSE,Bubble_Flux,Temp,Depth,cdepth,level,presens1,presens6,Notes
8182022,August,morning,y,7,August_V7A,4,V1: 7 AM,4.213613,0.865523,0.017982,3.801785,0.091626,16.45,0.82,0.78,low,6.78,4.94,
8182022,August,morning,y,7,August_V7A,5,V2: 7 AM,4.870328,0.744294,0.142456,1.891591,0.045798,16.2,0.82,0.78,low,6.78,4.94,
8182022,August,morning,y,7,August_V7A,6,V3: 7 AM,3.213417,0.571774,0.098026,1.869018,0.006756,15.75,0.82,0.78,low,6.78,4.94,
8182022,August,morning,y,8,August_V8,10,V1: 8 AM,3.147294,0.993659,-0.012367,1.883448,0.13403,16.05,0.82,0.78,low,6.78,4.94,
8182022,August,morning,y,8,August_V8,11,V2: 8 AM,3.49023,1.359122,0.05705,3.544543,0,16.15,0.82,0.78,low,6.78,4.94,
8182022,August,morning,y,8,August_V8,12,V3: 8 AM,0.521917,0.609397,0.088132,1.30025,0.020925,16.8,0.82,0.78,low,6.78,4.94,
8182022,August,morning,y,9,August_V9,16,V1: 9 AM,4.091606,1.278314,0.070918,1.223271,0.006287,18.4,0.82,0.78,low,6.78,4.94,
8182022,August,morning,y,9,August_V9,17,V2: 9 AM,3.072127,0.632622,0.090167,0.597361,0,17.9,0.82,0.78,low,6.78,4.94,
8182022,August,morning,y,9,August_V9,18,V3: 9 AM,1.177455,0.719222,0.062792,2.983706,0.007494,19.1,0.82,0.78,low,6.78,4.94,
8182022,August,morning,y,10,August_V10,22,V1: 10 AM,-1.174222,0.559016,0.09281,1.024674,0.014378,23.55,0.82,0.78,low,6.78,4.94,
8182022,August,morning,y,10,August_V10,23,V2: 10 AM,-6.735517,1.383268,0.078883,1.465193,0,23.6,0.82,0.78,low,6.78,4.94,
8182022,August,morning,y,10,August_V10,24,V3: 10 AM,-6.517786,1.39212,0.084392,0.830742,0,25,0.82,0.78,low,6.78,4.94,
8182022,August,afternoon,y,11,August_V11,28,V1: 11 AM,0.082446,1.232419,0.137599,2.742483,0.025268,28.6,0.82,0.78,low,6.78,4.94,
8182022,August,afternoon,y,11,August_V11,29,V2: 11 AM,-4.24352,0.273345,0.070409,0.624557,0,27.9,0.82,0.78,low,6.78,4.94,
8182022,August,afternoon,y,11,August_V11,30,V3: 11 AM,-2.896353,1.981545,0.02949,3.026542,0.026315,27.3,0.82,0.78,low,6.78,4.94,
8182022,August,afternoon,y,12,August_V12,34,V1: 12 PM,0.119981,0.542829,0.076435,2.057499,0.017755,28.2,0.82,0.78,low,6.78,4.94,
8182022,August,afternoon,y,12,August_V12,35,V2: 12 PM,-8.030339,0.510568,0.07763,0.972382,0,30.6,0.82,0.79,low,6.78,4.94,
8182022,August,afternoon,y,12,August_V12,36,V3: 12 PM,-2.742947,0.689961,0.085368,0.747594,0.003427,30.55,0.82,0.79,low,6.78,4.94,
8182022,August,afternoon,y,13,August_V1,40,V1: 1 PM,0.007668,0.617345,0.269922,2.063682,0,27.85,0.82,0.79,low,6.78,4.94,
8182022,August,afternoon,y,13,August_V1,41,V2: 1 PM,-0.971317,0.499886,0.070919,0.636542,0,27.15,0.82,0.79,low,6.78,4.94,
8182022,August,afternoon,y,13,August_V1,42,V3: 1 PM,2.481774,1.638775,0.052883,1.492301,0.000515,25.05,0.82,0.79,low,6.78,4.94,
8182022,August,afternoon,y,14,August_V2,46,V1: 2 PM,3.928842,0.735406,0.078772,0.912755,0.02836,24.25,0.82,0.79,low,6.78,4.94,
8182022,August,afternoon,y,14,August_V2,47,V2: 2 PM,6.244377,1.896443,0.070544,2.451258,0.006816,22.65,0.82,0.79,low,6.78,4.94,
8182022,August,afternoon,y,14,August_V2,48,V3: 2 PM,5.160696,2.621511,0.117074,1.508811,0.006995,21.95,0.82,0.79,low,6.78,4.94,
8182022,August,evening,y,15,August_V3,52,V1: 3 PM,0.700249,3.164839,0.040811,2.558762,0.038399,23.95,0.81,0.79,low,6.78,4.94,
8182022,August,evening,y,15,August_V3,53,V2: 3 PM,2.758845,0.583306,0.039714,1.577764,0.016082,22.3,0.81,0.79,low,6.78,4.94,
8182022,August,evening,y,15,August_V3,54,V3: 3 PM,-2.366003,1.642524,-0.009156,2.973086,0.017952,23.05,0.81,0.79,low,6.78,4.94,
8182022,August,evening,y,16,August_V4,58,V1: 4 PM,2.790791,0.315517,0.111534,0.720277,0,23.35,0.81,0.79,low,6.78,4.94,
8182022,August,evening,y,16,August_V4,59,V2: 4 PM,0.909573,1.113023,0.032703,2.292782,0,23.35,0.81,0.79,low,6.78,4.94,
